model_a_id,model_b_id,sense,len_a,len_b,overlap,percent_overlap_a,percent_overlap_b,num_exons_a,num_exons_b,exon_overlap,exon_len_a,exon_len_b,perc_exon_overlap_a,perc_exon_overlap_b
chr_101+CDS42,chr_101+CDS38,+,2518,2518,2518,1.0,1.0,3,3,2394,2394,2394,1.0,1.0
chr_101+CDS43,chr_101+CDS39,+,1212,1212,1212,1.0,1.0,1,1,1212,1212,1212,1.0,1.0
chr_101+CDS44,chr_101+CDS40,+,939,939,939,1.0,1.0,1,1,939,939,939,1.0,1.0
chr_101+CDS47,chr_101+CDS42,-,559,559,559,1.0,1.0,3,3,453,453,453,1.0,1.0
chr_101+CDS48,chr_101+CDS43,+,957,957,957,1.0,1.0,3,3,849,849,849,1.0,1.0
chr_101+CDS52,chr_101+CDS46,+,848,848,848,1.0,1.0,3,3,726,726,726,1.0,1.0
chr_101+CDS54,chr_101+CDS48,+,1850,1850,1850,1.0,1.0,5,5,1623,1623,1623,1.0,1.0
chr_101+CDS55,chr_101+CDS49,-,1518,1518,1518,1.0,1.0,1,1,1518,1518,1518,1.0,1.0
chr_101+CDS57,chr_101+CDS51,-,690,690,690,1.0,1.0,1,1,690,690,690,1.0,1.0
chr_101+CDS58,chr_101+CDS52,+,936,936,936,1.0,1.0,1,1,936,936,936,1.0,1.0
chr_101+CDS60,chr_101+CDS53,+,1593,1593,1593,1.0,1.0,1,1,1593,1593,1593,1.0,1.0
chr_101+CDS61,chr_101+CDS54,+,3324,3324,3324,1.0,1.0,1,1,3324,3324,3324,1.0,1.0
chr_101+CDS62,chr_101+CDS55,+,2964,2964,2964,1.0,1.0,1,1,2964,2964,2964,1.0,1.0
chr_101+CDS63,chr_101+CDS56,+,1734,1734,1734,1.0,1.0,1,1,1734,1734,1734,1.0,1.0
chr_101+CDS66,chr_101+CDS59,+,2278,2278,2278,1.0,1.0,4,4,2115,2115,2115,1.0,1.0
chr_101+CDS67,chr_101+CDS60,-,4492,4492,4492,1.0,1.0,4,4,4329,4329,4329,1.0,1.0
chr_101+CDS68,chr_101+CDS61,-,589,589,589,1.0,1.0,2,2,525,525,525,1.0,1.0
chr_101+CDS69,chr_101+CDS62,-,1037,1037,1037,1.0,1.0,2,2,978,978,978,1.0,1.0
chr_101+CDS70,chr_101+CDS63,+,828,828,828,1.0,1.0,1,1,828,828,828,1.0,1.0
chr_101+CDS73,chr_101+CDS66,-,867,867,867,1.0,1.0,4,4,693,693,693,1.0,1.0
chr_101+CDS74,chr_101+CDS67,+,848,848,848,1.0,1.0,3,3,708,708,708,1.0,1.0
chr_101+CDS75,chr_101+CDS68,-,1929,1929,1929,1.0,1.0,7,7,1599,1599,1599,1.0,1.0
chr_101+CDS76,chr_101+CDS69,+,1716,1716,1716,1.0,1.0,1,1,1716,1716,1716,1.0,1.0
chr_101+CDS78,chr_101+CDS70,-,1149,1149,1149,1.0,1.0,1,1,1149,1149,1149,1.0,1.0
chr_101+CDS79,chr_101+CDS71,-,1446,1446,1446,1.0,1.0,1,1,1446,1446,1446,1.0,1.0
chr_101+CDS80,chr_101+CDS72,-,1422,1422,1422,1.0,1.0,4,4,1275,1275,1275,1.0,1.0
chr_101+CDS84,chr_101+CDS75,-,1989,1989,1989,1.0,1.0,1,1,1989,1989,1989,1.0,1.0
chr_101+CDS85,chr_101+CDS76,-,462,462,462,1.0,1.0,1,1,462,462,462,1.0,1.0
chr_101+CDS87,chr_101+CDS78,-,1005,1005,1005,1.0,1.0,5,5,759,759,759,1.0,1.0
chr_101+CDS88,chr_101+CDS79,-,1158,1158,1158,1.0,1.0,4,4,996,996,996,1.0,1.0
chr_101+CDS89,chr_101+CDS80,+,1029,1029,1029,1.0,1.0,3,3,900,900,900,1.0,1.0
chr_101+CDS90,chr_101+CDS81,-,1191,1191,1191,1.0,1.0,3,3,1095,1095,1095,1.0,1.0
chr_101+CDS91,chr_101+CDS82,+,1162,1162,1162,1.0,1.0,2,2,1110,1110,1110,1.0,1.0
chr_101+CDS92,chr_101+CDS83,+,1123,1123,1123,1.0,1.0,4,4,963,963,963,1.0,1.0
chr_101+CDS96,chr_101+CDS85,-,420,420,420,1.0,1.0,3,3,258,258,258,1.0,1.0
chr_101+CDS97,chr_101+CDS86,+,1914,1914,1914,1.0,1.0,1,1,1914,1914,1914,1.0,1.0
chr_101+CDS98,chr_101+CDS87,-,747,747,747,1.0,1.0,1,1,747,747,747,1.0,1.0
chr_101+CDS101,chr_101+CDS90,+,576,576,576,1.0,1.0,2,2,525,525,525,1.0,1.0
chr_101+CDS104,chr_101+CDS93,-,2324,2324,2324,1.0,1.0,2,2,2268,2268,2268,1.0,1.0
chr_101+CDS105,chr_101+CDS94,+,1943,1943,1943,1.0,1.0,4,4,1770,1770,1770,1.0,1.0
chr_101+CDS108,chr_101+CDS97,-,1721,1721,1721,1.0,1.0,5,5,1449,1449,1449,1.0,1.0
chr_101+CDS112,chr_101+CDS100,-,1290,1290,1290,1.0,1.0,3,3,1179,1179,1179,1.0,1.0
chr_101+CDS113,chr_101+CDS101,+,1579,1579,1579,1.0,1.0,4,4,1386,1386,1386,1.0,1.0
chr_101+CDS116,chr_101+CDS103,+,1419,1419,1419,1.0,1.0,3,3,1290,1290,1290,1.0,1.0
chr_101+CDS117,chr_101+CDS104,-,1176,1176,1176,1.0,1.0,1,1,1176,1176,1176,1.0,1.0
chr_101+CDS118,chr_101+CDS105,+,994,994,994,1.0,1.0,2,2,921,921,921,1.0,1.0
chr_101+CDS120,chr_101+CDS107,-,522,522,522,1.0,1.0,1,1,522,522,522,1.0,1.0
chr_101+CDS125,chr_101+CDS111,-,1496,1496,1496,1.0,1.0,2,2,1443,1443,1443,1.0,1.0
chr_101+CDS128,chr_101+CDS113,-,1850,1850,1850,1.0,1.0,4,4,1608,1608,1608,1.0,1.0
chr_101+CDS129,chr_101+CDS114,+,1545,1545,1545,1.0,1.0,3,3,1431,1431,1431,1.0,1.0
chr_101+CDS131,chr_101+CDS115,+,1914,1914,1914,1.0,1.0,6,6,1644,1644,1644,1.0,1.0
chr_101+CDS132,chr_101+CDS116,+,323,323,323,1.0,1.0,3,3,216,216,216,1.0,1.0
chr_101+CDS133,chr_101+CDS117,+,855,855,855,1.0,1.0,1,1,855,855,855,1.0,1.0
chr_101+CDS134,chr_101+CDS118,-,1069,1069,1069,1.0,1.0,2,2,1011,1011,1011,1.0,1.0
chr_101+CDS137,chr_101+CDS121,+,894,894,894,1.0,1.0,1,1,894,894,894,1.0,1.0
chr_101+CDS139,chr_101+CDS123,-,902,902,902,1.0,1.0,2,2,804,804,804,1.0,1.0
chr_101+CDS140,chr_101+CDS124,-,786,786,786,1.0,1.0,1,1,786,786,786,1.0,1.0
chr_101+CDS141,chr_101+CDS125,-,1383,1383,1383,1.0,1.0,1,1,1383,1383,1383,1.0,1.0
chr_101+CDS142,chr_101+CDS126,+,1253,1253,1253,1.0,1.0,5,5,1014,1014,1014,1.0,1.0
chr_101+CDS145,chr_101+CDS128,+,1329,1329,1329,1.0,1.0,1,1,1329,1329,1329,1.0,1.0
chr_101+CDS147,chr_101+CDS130,+,7912,7912,7912,1.0,1.0,2,2,7851,7851,7851,1.0,1.0
chr_101+CDS152,chr_101+CDS134,-,1718,1718,1718,1.0,1.0,5,5,1467,1467,1467,1.0,1.0
chr_101+CDS154,chr_101+CDS136,-,884,884,884,1.0,1.0,2,2,834,834,834,1.0,1.0
chr_101+CDS156,chr_101+CDS138,+,1117,1117,1117,1.0,1.0,2,2,1050,1050,1050,1.0,1.0
chr_101+CDS157,chr_101+CDS139,+,1308,1308,1308,1.0,1.0,5,5,1116,1116,1116,1.0,1.0
chr_101+CDS158,chr_101+CDS140,-,1829,1829,1829,1.0,1.0,6,6,1581,1581,1581,1.0,1.0
chr_101+CDS159,chr_101+CDS141,+,5071,5071,5071,1.0,1.0,4,4,4878,4878,4878,1.0,1.0
chr_101+CDS160,chr_101+CDS142,-,2518,2518,2518,1.0,1.0,3,3,2409,2409,2409,1.0,1.0
chr_101+CDS161,chr_101+CDS143,-,759,759,759,1.0,1.0,1,1,759,759,759,1.0,1.0
chr_101+CDS162,chr_101+CDS144,+,977,977,977,1.0,1.0,3,3,843,843,843,1.0,1.0
chr_101+CDS165,chr_101+CDS146,-,621,621,621,1.0,1.0,1,1,621,621,621,1.0,1.0
chr_101+CDS166,chr_101+CDS147,-,2657,2657,2657,1.0,1.0,2,2,2598,2598,2598,1.0,1.0
chr_101+CDS167,chr_101+CDS148,+,2505,2505,2505,1.0,1.0,1,1,2505,2505,2505,1.0,1.0
chr_101+CDS170,chr_101+CDS151,-,1069,1069,1069,1.0,1.0,4,4,894,894,894,1.0,1.0
chr_101+CDS172,chr_101+CDS153,-,3495,3495,3495,1.0,1.0,1,1,3495,3495,3495,1.0,1.0
chr_101+CDS173,chr_101+CDS154,-,477,477,477,1.0,1.0,2,2,402,402,402,1.0,1.0
chr_101+CDS174,chr_101+CDS155,-,1812,1812,1812,1.0,1.0,1,1,1812,1812,1812,1.0,1.0
chr_101+CDS175,chr_101+CDS156,+,3636,3636,3636,1.0,1.0,1,1,3636,3636,3636,1.0,1.0
chr_101+CDS177,chr_101+CDS158,-,1969,1969,1969,1.0,1.0,5,5,1764,1764,1764,1.0,1.0
chr_101+CDS178,chr_101+CDS159,+,1496,1496,1496,1.0,1.0,6,6,1089,1089,1089,1.0,1.0
chr_101+CDS179,chr_101+CDS160,-,3704,3704,3704,1.0,1.0,3,3,3609,3609,3609,1.0,1.0
chr_101+CDS181,chr_101+CDS162,+,1290,1290,1290,1.0,1.0,3,3,1155,1155,1155,1.0,1.0
chr_101+CDS182,chr_101+CDS163,-,955,955,955,1.0,1.0,2,2,873,873,873,1.0,1.0
chr_101+CDS183,chr_101+CDS164,-,814,814,814,1.0,1.0,2,2,756,756,756,1.0,1.0
chr_101+CDS184,chr_101+CDS165,-,351,351,351,1.0,1.0,1,1,351,351,351,1.0,1.0
chr_101+CDS186,chr_101+CDS167,-,684,684,684,1.0,1.0,1,1,684,684,684,1.0,1.0
chr_101+CDS187,chr_101+CDS168,-,1298,1298,1298,1.0,1.0,2,2,1239,1239,1239,1.0,1.0
chr_101+CDS188,chr_101+CDS169,+,1626,1626,1626,1.0,1.0,1,1,1626,1626,1626,1.0,1.0
chr_101+CDS189,chr_101+CDS170,+,494,494,494,1.0,1.0,3,3,363,363,363,1.0,1.0
chr_101+CDS190,chr_101+CDS171,-,804,804,804,1.0,1.0,1,1,804,804,804,1.0,1.0
chr_101+CDS192,chr_101+CDS173,+,455,455,455,1.0,1.0,2,2,393,393,393,1.0,1.0
chr_101+CDS193,chr_101+CDS174,-,1371,1371,1371,1.0,1.0,1,1,1371,1371,1371,1.0,1.0
chr_101+CDS194,chr_101+CDS175,+,1254,1254,1254,1.0,1.0,2,2,1185,1185,1185,1.0,1.0
chr_101+CDS195,chr_101+CDS176,-,1589,1589,1589,1.0,1.0,2,2,1533,1533,1533,1.0,1.0
chr_101+CDS196,chr_101+CDS177,+,814,814,814,1.0,1.0,5,5,543,543,543,1.0,1.0
chr_101+CDS197,chr_101+CDS178,-,771,771,771,1.0,1.0,1,1,771,771,771,1.0,1.0
chr_101+CDS198,chr_101+CDS179,-,1447,1447,1447,1.0,1.0,2,2,1383,1383,1383,1.0,1.0
chr_101+CDS199,chr_101+CDS180,+,2043,2043,2043,1.0,1.0,1,1,2043,2043,2043,1.0,1.0
chr_101+CDS202,chr_101+CDS183,-,1533,1533,1533,1.0,1.0,1,1,1533,1533,1533,1.0,1.0
chr_101+CDS204,chr_101+CDS185,+,954,954,954,1.0,1.0,1,1,954,954,954,1.0,1.0
chr_101+CDS206,chr_101+CDS187,+,726,726,726,1.0,1.0,1,1,726,726,726,1.0,1.0
chr_101+CDS209,chr_101+CDS189,+,1299,1299,1299,1.0,1.0,1,1,1299,1299,1299,1.0,1.0
chr_101+CDS212,chr_101+CDS192,-,1500,1500,1500,1.0,1.0,1,1,1500,1500,1500,1.0,1.0
chr_101+CDS213,chr_101+CDS193,+,892,892,892,1.0,1.0,2,2,825,825,825,1.0,1.0
chr_101+CDS216,chr_101+CDS195,-,2853,2853,2853,1.0,1.0,1,1,2853,2853,2853,1.0,1.0
chr_101+CDS217,chr_101+CDS196,-,2913,2913,2913,1.0,1.0,1,1,2913,2913,2913,1.0,1.0
chr_101+CDS218,chr_101+CDS197,-,1446,1446,1446,1.0,1.0,1,1,1446,1446,1446,1.0,1.0
chr_101+CDS223,chr_101+CDS200,+,2369,2369,2369,1.0,1.0,3,3,2250,2250,2250,1.0,1.0
chr_101+CDS225,chr_101+CDS202,-,645,645,645,1.0,1.0,1,1,645,645,645,1.0,1.0
chr_101+CDS227,chr_101+CDS204,+,2469,2469,2469,1.0,1.0,4,4,2307,2307,2307,1.0,1.0
chr_101+CDS228,chr_101+CDS205,+,1464,1464,1464,1.0,1.0,2,2,1410,1410,1410,1.0,1.0
chr_101+CDS229,chr_101+CDS206,+,1329,1329,1329,1.0,1.0,2,2,1218,1218,1218,1.0,1.0
chr_101+CDS230,chr_101+CDS207,-,2424,2424,2424,1.0,1.0,1,1,2424,2424,2424,1.0,1.0
chr_101+CDS232,chr_101+CDS209,-,1890,1890,1890,1.0,1.0,1,1,1890,1890,1890,1.0,1.0
chr_101+CDS234,chr_101+CDS210,+,1074,1074,1074,1.0,1.0,3,3,954,954,954,1.0,1.0
chr_101+CDS235,chr_101+CDS211,-,1778,1778,1778,1.0,1.0,4,4,1581,1581,1581,1.0,1.0
chr_101+CDS237,chr_101+CDS213,-,741,741,741,1.0,1.0,1,1,741,741,741,1.0,1.0
chr_101+CDS242,chr_101+CDS216,-,1672,1672,1672,1.0,1.0,2,2,1548,1548,1548,1.0,1.0
chr_101+CDS243,chr_101+CDS217,+,1892,1892,1892,1.0,1.0,2,2,1761,1761,1761,1.0,1.0
chr_101+CDS245,chr_101+CDS218,+,1695,1695,1695,1.0,1.0,1,1,1695,1695,1695,1.0,1.0
chr_101+CDS248,chr_101+CDS221,-,7530,7530,7530,1.0,1.0,5,5,7275,7275,7275,1.0,1.0
chr_101+CDS249,chr_101+CDS222,+,1722,1722,1722,1.0,1.0,2,2,1665,1665,1665,1.0,1.0
chr_101+CDS250,chr_101+CDS223,+,2148,2148,2148,1.0,1.0,8,8,1677,1677,1677,1.0,1.0
chr_101+CDS252,chr_101+CDS225,-,2355,2355,2355,1.0,1.0,3,3,2244,2244,2244,1.0,1.0
chr_101+CDS255,chr_101+CDS227,+,4513,4513,4513,1.0,1.0,3,3,4371,4371,4371,1.0,1.0
chr_101+CDS256,chr_101+CDS228,-,2237,2237,2237,1.0,1.0,9,9,1713,1713,1713,1.0,1.0
chr_101+CDS258,chr_101+CDS230,+,1415,1415,1415,1.0,1.0,4,4,1194,1194,1194,1.0,1.0
chr_101+CDS259,chr_101+CDS231,-,1809,1809,1809,1.0,1.0,5,5,1545,1545,1545,1.0,1.0
chr_101+CDS260,chr_101+CDS232,+,1388,1388,1388,1.0,1.0,6,6,1107,1107,1107,1.0,1.0
chr_101+CDS267,chr_101+CDS236,-,1131,1131,1131,1.0,1.0,1,1,1131,1131,1131,1.0,1.0
chr_101+CDS268,chr_101+CDS237,+,2208,2208,2208,1.0,1.0,1,1,2208,2208,2208,1.0,1.0
chr_101+CDS270,chr_101+CDS239,-,1888,1888,1888,1.0,1.0,4,4,1695,1695,1695,1.0,1.0
chr_101+CDS273,chr_101+CDS241,+,1822,1822,1822,1.0,1.0,5,5,1548,1548,1548,1.0,1.0
chr_101+CDS277,chr_101+CDS243,-,2127,2127,2127,1.0,1.0,2,2,1986,1986,1986,1.0,1.0
chr_101+CDS279,chr_101+CDS245,-,1009,1009,1009,1.0,1.0,3,3,756,756,756,1.0,1.0
chr_101+CDS280,chr_101+CDS246,+,2958,2958,2958,1.0,1.0,1,1,2958,2958,2958,1.0,1.0
chr_101+CDS281,chr_101+CDS247,+,490,490,490,1.0,1.0,3,3,294,294,294,1.0,1.0
chr_101+CDS282,chr_101+CDS248,+,2567,2567,2567,1.0,1.0,2,2,2517,2517,2517,1.0,1.0
chr_101+CDS283,chr_101+CDS249,+,1631,1631,1631,1.0,1.0,2,2,1551,1551,1551,1.0,1.0
chr_101+CDS284,chr_101+CDS250,-,2419,2419,2419,1.0,1.0,2,2,2358,2358,2358,1.0,1.0
chr_101+CDS286,chr_101+CDS252,+,699,699,699,1.0,1.0,4,4,507,507,507,1.0,1.0
chr_101+CDS292,chr_101+CDS256,-,633,633,633,1.0,1.0,1,1,633,633,633,1.0,1.0
chr_101+CDS293,chr_101+CDS257,+,1912,1912,1912,1.0,1.0,3,3,1800,1800,1800,1.0,1.0
chr_101+CDS298,chr_101+CDS261,-,1887,1887,1887,1.0,1.0,3,3,1776,1776,1776,1.0,1.0
chr_101+CDS300,chr_101+CDS263,+,906,906,906,1.0,1.0,1,1,906,906,906,1.0,1.0
chr_101+CDS301,chr_101+CDS264,-,1950,1950,1950,1.0,1.0,1,1,1950,1950,1950,1.0,1.0
chr_101+CDS302,chr_101+CDS265,+,933,933,933,1.0,1.0,1,1,933,933,933,1.0,1.0
chr_101+CDS303,chr_101+CDS266,-,3059,3059,3059,1.0,1.0,16,16,2250,2250,2250,1.0,1.0
chr_101+CDS304,chr_101+CDS267,-,2127,2127,2127,1.0,1.0,6,6,1863,1863,1863,1.0,1.0
chr_101+CDS305,chr_101+CDS268,-,543,543,543,1.0,1.0,1,1,543,543,543,1.0,1.0
chr_101+CDS306,chr_101+CDS269,+,1401,1401,1401,1.0,1.0,4,4,1248,1248,1248,1.0,1.0
chr_101+CDS307,chr_101+CDS270,+,1730,1730,1730,1.0,1.0,5,5,1533,1533,1533,1.0,1.0
chr_101+CDS309,chr_101+CDS271,-,942,942,942,1.0,1.0,1,1,942,942,942,1.0,1.0
chr_101+CDS310,chr_101+CDS272,+,1574,1574,1574,1.0,1.0,2,2,1491,1491,1491,1.0,1.0
chr_101+CDS312,chr_101+CDS274,+,1326,1326,1326,1.0,1.0,1,1,1326,1326,1326,1.0,1.0
chr_101+CDS314,chr_101+CDS276,-,2037,2037,2037,1.0,1.0,1,1,2037,2037,2037,1.0,1.0
chr_101+CDS315,chr_101+CDS277,+,795,795,795,1.0,1.0,3,3,663,663,663,1.0,1.0
chr_101+CDS316,chr_101+CDS278,+,2485,2485,2485,1.0,1.0,2,2,2415,2415,2415,1.0,1.0
chr_101+CDS317,chr_101+CDS279,-,2510,2510,2510,1.0,1.0,8,8,2073,2073,2073,1.0,1.0
chr_101+CDS318,chr_101+CDS280,-,1244,1244,1244,1.0,1.0,6,6,993,993,993,1.0,1.0
chr_101+CDS319,chr_101+CDS281,+,1275,1275,1275,1.0,1.0,2,2,1215,1215,1215,1.0,1.0
chr_101+CDS320,chr_101+CDS282,-,643,643,643,1.0,1.0,3,3,492,492,492,1.0,1.0
chr_101+CDS321,chr_101+CDS283,-,1625,1625,1625,1.0,1.0,4,4,1455,1455,1455,1.0,1.0
chr_101+CDS323,chr_101+CDS285,+,1275,1275,1275,1.0,1.0,2,2,1203,1203,1203,1.0,1.0
chr_101+CDS324,chr_101+CDS286,-,1487,1487,1487,1.0,1.0,4,4,1299,1299,1299,1.0,1.0
chr_101+CDS325,chr_101+CDS287,+,1204,1204,1204,1.0,1.0,2,2,1131,1131,1131,1.0,1.0
chr_101+CDS326,chr_101+CDS288,-,1461,1461,1461,1.0,1.0,2,2,1350,1350,1350,1.0,1.0
chr_101+CDS327,chr_101+CDS289,+,377,377,377,1.0,1.0,2,2,318,318,318,1.0,1.0
chr_101+CDS328,chr_101+CDS290,-,1117,1117,1117,1.0,1.0,2,2,1056,1056,1056,1.0,1.0
chr_101+CDS330,chr_101+CDS291,-,830,830,830,1.0,1.0,4,4,552,552,552,1.0,1.0
chr_101+CDS331,chr_101+CDS292,-,3075,3075,3075,1.0,1.0,6,6,2742,2742,2742,1.0,1.0
chr_101+CDS339,chr_101+CDS299,+,1038,1038,1038,1.0,1.0,8,8,678,678,678,1.0,1.0
chr_101+CDS340,chr_101+CDS300,-,1127,1127,1127,1.0,1.0,4,4,777,777,777,1.0,1.0
chr_101+CDS341,chr_101+CDS301,-,4338,4338,4338,1.0,1.0,10,10,3498,3498,3498,1.0,1.0
chr_101+CDS343,chr_101+CDS302,+,2303,2303,2303,1.0,1.0,4,4,2115,2115,2115,1.0,1.0
chr_101+CDS344,chr_101+CDS303,-,1194,1194,1194,1.0,1.0,2,2,1134,1134,1134,1.0,1.0
chr_101+CDS346,chr_101+CDS305,-,553,553,553,1.0,1.0,2,2,495,495,495,1.0,1.0
chr_101+CDS347,chr_101+CDS306,+,872,872,872,1.0,1.0,2,2,804,804,804,1.0,1.0
chr_101+CDS350,chr_101+CDS309,-,629,629,629,1.0,1.0,2,2,558,558,558,1.0,1.0
chr_101+CDS351,chr_101+CDS310,-,1515,1515,1515,1.0,1.0,2,2,1464,1464,1464,1.0,1.0
chr_101+CDS352,chr_101+CDS311,-,1779,1779,1779,1.0,1.0,2,2,1545,1545,1545,1.0,1.0
chr_101+CDS353,chr_101+CDS312,+,1337,1337,1337,1.0,1.0,3,3,1221,1221,1221,1.0,1.0
chr_101+CDS355,chr_101+CDS313,+,466,466,466,1.0,1.0,2,2,399,399,399,1.0,1.0
chr_101+CDS356,chr_101+CDS314,-,900,900,900,1.0,1.0,1,1,900,900,900,1.0,1.0
chr_101+CDS357,chr_101+CDS315,+,1492,1492,1492,1.0,1.0,4,4,1314,1314,1314,1.0,1.0
chr_101+CDS358,chr_101+CDS316,+,1477,1477,1477,1.0,1.0,3,3,1329,1329,1329,1.0,1.0
chr_101+CDS362,chr_101+CDS318,-,2043,2043,2043,1.0,1.0,2,2,1992,1992,1992,1.0,1.0
chr_101+CDS363,chr_101+CDS319,+,1622,1622,1622,1.0,1.0,7,7,1293,1293,1293,1.0,1.0
chr_101+CDS365,chr_101+CDS320,+,573,573,573,1.0,1.0,1,1,573,573,573,1.0,1.0
chr_101+CDS367,chr_101+CDS322,+,920,920,920,1.0,1.0,3,3,807,807,807,1.0,1.0
chr_101+CDS368,chr_101+CDS323,+,1359,1359,1359,1.0,1.0,3,3,1236,1236,1236,1.0,1.0
chr_101+CDS375,chr_101+CDS328,+,1888,1888,1888,1.0,1.0,4,4,1548,1548,1548,1.0,1.0
chr_101+CDS376,chr_101+CDS329,-,2977,2977,2977,1.0,1.0,5,5,2694,2694,2694,1.0,1.0
chr_101+CDS379,chr_101+CDS332,+,1536,1536,1536,1.0,1.0,2,2,1470,1470,1470,1.0,1.0
chr_101+CDS380,chr_101+CDS333,-,1248,1248,1248,1.0,1.0,1,1,1248,1248,1248,1.0,1.0
chr_101+CDS382,chr_101+CDS335,+,2019,2019,2019,1.0,1.0,5,5,1761,1761,1761,1.0,1.0
chr_101+CDS384,chr_101+CDS336,+,2607,2607,2607,1.0,1.0,1,1,2607,2607,2607,1.0,1.0
chr_101+CDS385,chr_101+CDS337,-,1728,1728,1728,1.0,1.0,1,1,1728,1728,1728,1.0,1.0
chr_101+CDS386,chr_101+CDS338,-,1963,1963,1963,1.0,1.0,8,8,1575,1575,1575,1.0,1.0
chr_101+CDS387,chr_101+CDS339,+,1268,1268,1268,1.0,1.0,5,5,981,981,981,1.0,1.0
chr_101+CDS388,chr_101+CDS340,+,1412,1412,1412,1.0,1.0,6,6,1140,1140,1140,1.0,1.0
chr_101+CDS389,chr_101+CDS341,+,2055,2055,2055,1.0,1.0,2,2,2007,2007,2007,1.0,1.0
chr_101+CDS390,chr_101+CDS342,+,1111,1111,1111,1.0,1.0,4,4,774,774,774,1.0,1.0
chr_101+CDS392,chr_101+CDS344,-,1911,1911,1911,1.0,1.0,1,1,1911,1911,1911,1.0,1.0
chr_101+CDS395,chr_101+CDS347,-,1252,1252,1252,1.0,1.0,3,3,1074,1074,1074,1.0,1.0
chr_101+CDS396,chr_101+CDS348,-,1117,1117,1117,1.0,1.0,2,2,1056,1056,1056,1.0,1.0
chr_101+CDS397,chr_101+CDS349,-,1828,1828,1828,1.0,1.0,3,3,1689,1689,1689,1.0,1.0
chr_101+CDS398,chr_101+CDS350,-,1027,1027,1027,1.0,1.0,2,2,954,954,954,1.0,1.0
chr_101+CDS399,chr_101+CDS351,-,1743,1743,1743,1.0,1.0,2,2,1686,1686,1686,1.0,1.0
chr_101+CDS400,chr_101+CDS352,+,1949,1949,1949,1.0,1.0,6,6,1620,1620,1620,1.0,1.0
chr_101+CDS401,chr_101+CDS353,+,796,796,796,1.0,1.0,2,2,723,723,723,1.0,1.0
chr_101+CDS402,chr_101+CDS354,-,1693,1693,1693,1.0,1.0,3,3,1554,1554,1554,1.0,1.0
chr_101+CDS406,chr_101+CDS357,+,1683,1683,1683,1.0,1.0,1,1,1683,1683,1683,1.0,1.0
chr_101+CDS408,chr_101+CDS359,+,1955,1955,1955,1.0,1.0,3,3,1791,1791,1791,1.0,1.0
